id,name,ai,str,sta,dex,intl,HR,ER,Race,Belligerence,Gender,Level,FlightLevel,Size,Class,ifPart,Karma,Useable,AtkMin,AtkMax,Atk1,Atk2,Atk3,HorizontalRate,VerticalRate,DiagonalRate,ThrustRate,ChestRate,HeadRate,ArmRate,ReAttackDelay,AddHp,AddMp,NeturealArmor,Abrasion,Hardness,AdjAtkDelay,ElementalType,ElementalAtk,HideLevel,Speed,Shelter,Flying,Jumping,Airjump,Taming,ResistMagic,ResistElectricity,ResistFire,ResistWind,ResistWater,ResistEarth,Cash,SourceMaterial,MaterialAmmount,Cohesion,HoldingTime,CorrectionValue,ExpValue,FxpValue,BodyState,AddAbility,VirtItem1,VirtType1,VirtItem2,VirtType2,VirtItem3,VirtType3,SndAtk1,SndAtk2,SndDie1,SndDie2,SndDmg1,SndDmg2,SndDmg3,SndIdle1,SndIdle2,comment,giant
552,Small Jack the Hammer,2,15,20,71,60,48,35,-1,12,-1,29,-1,100,1,0,-1,1,246,259,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,5003,100,41,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,29,0.0,0.0,0.3,-0.3,0.0,43,-1,-1,-1,-1,13,177,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
553,Jack the Hammer,2,15,20,71,60,49,35,-1,12,-1,29,-1,100,2,0,-1,1,246,259,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,5003,100,41,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,29,0.0,0.0,0.3,-0.3,0.0,43,-1,-1,-1,-1,50,185,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
554,Captain Jack the Hammer,2,15,20,73,62,50,37,-1,12,-1,30,-1,100,3,0,-1,1,250,263,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,5137,100,42,130,0,-1,1,0,-1,0.08,-1,0,-1,-1,-1,30,0.0,0.0,0.3,-0.3,0.0,43,-1,-1,-1,-1,9,201,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
555,Giant Jack the Hammer,2,15,20,79,67,75,57,-1,12,-1,33,-1,400,4,0,-1,1,510,537,9261,9262,9263,-1,0.0,-1,-1,-1,-1,-1,3000,101552,100,60,130,0,-1,3,0,-1,0.075,-1,0,-1,-1,-1,33,0.0,0.0,0.0,0.3,-0.3,315,-1,-1,-1,-1,900,1377,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
556,Mine Catcher,2,15,20,15,13,15,13,-1,12,-1,15,-1,300,6,0,-1,1,54,57,9000,9001,9002,-1,-1.0,-1,-1,-1,-1,-1,3000,100000,100,14,130,0,-1,0,0,-1,0.05,-1,0,-1,-1,-1,100,0.0,0.0,0.0,0.0,0.0,0,3200,2000,-1,180000,0,0,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0
557,Erons Catcher,2,15,20,15,13,15,13,-1,12,-1,15,-1,300,6,0,-1,1,139,146,9000,9001,9002,-1,-1.0,-1,-1,-1,-1,-1,3000,100000,100,14,130,0,-1,0,0,-1,0.05,-1,0,-1,-1,-1,100,0.0,0.0,0.0,0.0,0.0,0,3201,2000,-1,180000,0,0,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0
558,Krasec Catcher,2,15,20,15,13,15,13,-1,12,-1,15,-1,300,6,0,-1,1,190,200,9000,9001,9002,-1,-1.0,-1,-1,-1,-1,-1,3000,100000,100,14,130,0,-1,0,0,-1,0.05,-1,0,-1,-1,-1,100,0.0,0.0,0.0,0.0,0.0,0,3202,2000,-1,180000,0,0,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0
559,Guru Catcher,2,15,20,15,13,15,13,-1,12,-1,15,-1,300,6,0,-1,1,30,32,9000,9001,9002,-1,-1.0,-1,-1,-1,-1,-1,3000,100000,100,14,130,0,-1,0,0,-1,0.05,-1,0,-1,-1,-1,100,0.0,0.0,0.0,0.0,0.0,0,3203,2000,-1,180000,0,0,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0
560,Small Nuctuvehicle,2,15,20,127,108,91,69,-1,12,-1,57,-1,100,1,0,-1,1,587,618,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,25300,100,69,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,68,0.3,0.0,-0.3,0.0,0.0,65,-1,-1,-1,-1,15,5921,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
561,Nuctuvehicle,2,15,20,127,108,92,70,-1,12,-1,57,-1,100,2,0,-1,1,587,618,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,25300,100,70,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,68,0.3,0.0,-0.3,0.0,0.0,65,-1,-1,-1,-1,60,6190,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
562,Captain Nuctuvehicle,2,15,20,129,110,93,71,-1,12,-1,58,-1,100,3,0,-1,1,591,622,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,25703,100,71,130,0,-1,5,0,-1,0.08,-1,0,-1,-1,-1,69,0.3,0.0,-0.3,0.0,0.0,66,-1,-1,-1,-1,10,6630,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
563,Giant Nuctuvehicle,2,15,20,135,115,94,71,-1,12,-1,61,-1,400,4,0,-1,1,1211,1275,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,241004,100,71,130,0,-1,2,0,-1,0.075,-1,0,-1,-1,-1,73,-0.3,0.3,0.0,0.0,0.0,483,-1,-1,-1,-1,720,42405,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
564,Small Risem,2,15,20,131,111,88,74,-1,12,-1,59,-1,100,1,0,-1,1,661,696,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,26629,100,74,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,70,0.0,-0.3,0.0,0.0,0.3,67,-1,-1,-1,-1,15,7425,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
565,Risem,2,15,20,131,111,89,75,-1,12,-1,59,-1,100,2,0,-1,1,661,696,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,26629,100,75,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,70,0.0,-0.3,0.0,0.0,0.3,67,-1,-1,-1,-1,60,7762,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
566,Captain Risem,2,15,20,133,113,110,94,-1,12,-1,60,-1,100,3,0,-1,1,665,700,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,27042,100,94,130,0,-1,4,0,-1,0.08,-1,0,-1,-1,-1,72,0.0,-0.3,0.0,0.0,0.3,68,-1,-1,-1,-1,10,8240,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
567,Giant Risem,2,15,20,139,118,81,60,-1,12,-1,63,-1,400,4,0,-1,1,1247,1312,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,247384,100,60,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,75,0.3,0.0,-0.3,0.0,0.0,497,-1,-1,-1,-1,7464,52245,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
568,Young Syliaca,2,15,20,151,128,95,71,-1,12,-1,69,-1,100,1,0,-1,1,934,983,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,25804,100,71,130,0,-1,2,0,-1,0.075,-1,0,-1,-1,-1,93,-0.3,0.3,0.0,0.0,0.0,156,-1,-1,-1,-1,13,21074,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
569,Syliaca,2,15,20,151,128,96,72,-1,12,-1,69,-1,100,2,0,-1,1,934,983,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,25804,100,72,130,0,-1,2,0,-1,0.075,-1,0,-1,-1,-1,93,-0.3,0.3,0.0,0.0,0.0,156,-1,-1,-1,-1,50,22032,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
570,Grownup Syliaca,2,15,20,153,130,97,73,-1,12,-1,70,-1,100,3,0,-1,1,938,987,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,26154,100,73,130,0,-1,2,0,-1,0.08,-1,0,-1,-1,-1,94,-0.3,0.3,0.0,0.0,0.0,158,-1,-1,-1,-1,9,23391,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
571,Giant Syliaca,2,15,20,159,135,120,102,-1,12,-1,73,-1,400,4,0,-1,1,1485,1563,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,493414,100,102,130,0,-1,3,0,-1,0.075,-1,0,-1,-1,-1,98,0.0,0.0,0.0,0.3,-0.3,1162,-1,-1,-1,-1,3710,148311,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
572,Small Zombiger,2,15,20,148,126,82,60,-1,12,-1,55,-1,100,1,0,-1,1,598,630,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,24984,100,60,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,51,0.3,0.0,-0.3,0.0,0.0,95,-1,-1,-1,-1,15,5115,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
573,Zombiger,2,15,20,148,126,83,61,-1,12,-1,55,-1,100,2,0,-1,1,598,630,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,24984,100,61,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,51,0.3,0.0,-0.3,0.0,0.0,95,-1,-1,-1,-1,60,5346,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
575,Captain Zombiger,2,15,20,150,128,85,62,-1,12,-1,56,-1,100,3,0,-1,1,602,634,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,25395,100,62,130,0,-1,5,0,-1,0.08,-1,0,-1,-1,-1,52,0.3,0.0,-0.3,0.0,0.0,96,-1,-1,-1,-1,10,5728,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
576,Giant Zombiger,2,15,20,158,134,110,94,-1,12,-1,59,-1,400,4,0,-1,1,1095,1153,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,234622,100,94,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,56,0.0,0.0,0.3,-0.3,0.0,704,-1,-1,-1,-1,3096,37294,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
577,Small Flybat,2,15,20,55,47,37,29,-1,13,-1,21,-1,100,1,0,-1,1,209,221,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,9110,100,29,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,21,0.0,-0.3,0.0,0.0,0.3,38,-1,-1,-1,-1,15,79,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
578,Flybat,2,15,20,55,47,38,30,-1,13,-1,21,-1,100,2,0,-1,1,209,221,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,9110,100,30,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,21,0.0,-0.3,0.0,0.0,0.3,38,-1,-1,-1,-1,60,81,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
579,Captain Flybat,2,15,20,57,48,40,31,-1,13,-1,22,-1,100,3,0,-1,1,213,225,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,9414,100,31,130,0,-1,4,0,-1,0.08,-1,0,-1,-1,-1,22,0.0,-0.3,0.0,0.0,0.3,38,-1,-1,-1,-1,10,89,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
580,Giant Flybat,2,15,20,63,54,80,68,-1,13,-1,25,-1,400,4,0,-1,1,475,500,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,90245,100,68,130,0,-1,2,0,-1,0.075,-1,0,-1,-1,-1,25,-0.3,0.3,0.0,0.0,0.0,280,-1,-1,-1,-1,720,622,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
581,Small Bucrow,2,15,20,79,67,53,43,-1,12,-1,33,-1,100,1,0,-1,1,342,360,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,13522,100,43,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,33,0.0,0.0,0.3,-0.3,0.0,45,-1,-1,-1,-1,15,386,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
582,Bucrow,2,15,20,79,67,69,54,-1,12,-1,33,-1,100,2,0,-1,1,342,360,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,13522,100,54,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,33,0.0,0.0,0.3,-0.3,0.0,45,-1,-1,-1,-1,60,404,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
583,Captain Bucrow,2,15,20,81,69,70,54,-1,12,-1,34,-1,100,3,0,-1,1,345,364,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,13852,100,54,130,0,-1,1,0,-1,0.08,-1,0,-1,-1,-1,34,0.0,0.0,0.3,-0.3,0.0,46,-1,-1,-1,-1,10,439,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
584,Giant Bucrow,2,15,20,87,74,90,77,-1,12,-1,37,-1,400,4,0,-1,1,682,718,9261,9262,9263,-1,0.0,-1,-1,-1,-1,-1,3000,136456,100,77,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,37,0.0,-0.3,0.0,0.0,0.3,336,-1,-1,-1,-1,1632,2996,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
585,Small Scorpicon,2,15,20,99,84,78,64,-1,12,-1,43,-1,100,1,0,-1,1,509,536,9252,9253,9254,-1,1.0,-1,-1,-1,-1,-1,3000,19963,100,64,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,51,0.0,0.0,0.3,-0.3,0.0,53,-1,-1,-1,-1,15,1316,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
586,Scorpicon,2,15,20,99,84,78,64,-1,12,-1,43,-1,100,2,0,-1,1,509,536,9255,9256,9257,-1,1.0,-1,-1,-1,-1,-1,3000,19963,100,64,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,51,0.0,0.0,0.3,-0.3,0.0,53,-1,-1,-1,-1,60,1376,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
587,Captain Scorpicon,2,15,20,101,86,79,65,-1,12,-1,44,-1,100,3,0,-1,1,513,540,9258,9259,9260,-1,1.0,-1,-1,-1,-1,-1,3000,20362,100,65,130,0,-1,1,0,-1,0.08,-1,0,-1,-1,-1,52,0.0,0.0,0.3,-0.3,0.0,53,-1,-1,-1,-1,10,1474,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
588,Giant Scorpicon,2,15,20,107,91,100,85,-1,12,-1,47,-1,400,4,0,-1,1,864,909,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,179794,100,85,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,56,0.3,0.0,-0.3,0.0,0.0,392,-1,-1,-1,-1,3096,9592,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
589,Small Trangfoma,2,15,20,115,98,78,64,-1,12,-1,51,-1,100,1,0,-1,1,614,646,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,22434,100,64,130,0,-1,3,0,-1,0.075,-1,0,-1,-1,-1,61,0.0,0.0,0.0,0.3,-0.3,59,-1,-1,-1,-1,15,3251,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
590,Trangfoma,2,15,20,115,98,79,65,-1,12,-1,51,-1,100,2,0,-1,1,614,646,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,22434,100,65,130,0,-1,3,0,-1,0.075,-1,0,-1,-1,-1,61,0.0,0.0,0.0,0.3,-0.3,59,-1,-1,-1,-1,60,3399,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
591,Captain Trangfoma,2,15,20,117,99,80,65,-1,12,-1,52,-1,100,3,0,-1,1,618,650,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,22826,100,65,130,0,-1,3,0,-1,0.08,-1,0,-1,-1,-1,62,0.0,0.0,0.0,0.3,-0.3,60,-1,-1,-1,-1,10,3641,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
592,Giant Trangfoma,2,15,20,123,105,105,89,-1,12,-1,55,-1,400,4,0,-1,1,998,1050,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,217686,100,89,130,0,-1,2,0,-1,0.075,-1,0,-1,-1,-1,66,-0.3,0.3,0.0,0.0,0.0,441,-1,-1,-1,-1,4452,13708,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
593,Guru Catcher,2,15,15,15,15,0,0,-1,12,-1,70,-1,100,6,0,-1,-1,-1,-1,9000,9001,9002,-1,-1.0,-1,-1,-1,-1,-1,3000,10000000,20,0,130,0,-1,0,0,-1,0.05,-1,0,-1,-1,-1,0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,-1,-1,0,0,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0
594,Small Watangka,2,15,20,159,135,132,100,-1,12,-1,84,-1,100,1,0,-1,1,1110,1168,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,41415,100,110,130,0,-1,2,0,-1,0.075,-1,0,-1,-1,-1,98,-0.3,0.3,0.0,0.0,0.0,798,-1,-1,-1,-1,13,76369,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
595,Watangka,2,15,20,159,135,134,102,-1,12,-1,85,-1,100,2,0,-1,1,1114,1173,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,42497,100,112,130,0,-1,2,0,-1,0.075,-1,0,-1,-1,-1,98,-0.3,0.3,0.0,0.0,0.0,806,-1,-1,-1,-1,50,84769,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
596,Captain Watangka,2,15,20,161,137,136,104,-1,12,-1,86,-1,100,3,0,-1,1,1137,1197,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,43593,100,114,130,0,-1,2,0,-1,0.08,-1,0,-1,-1,-1,99,-0.3,0.3,0.0,0.0,0.0,815,-1,-1,-1,-1,9,94093,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
597,Giant Watangka,2,15,20,167,142,155,128,-1,12,-1,89,-1,400,4,0,-1,1,1933,2035,9261,9262,9263,-1,0.0,-1,-1,-1,-1,-1,3000,871850,100,140,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,103,0.3,0.0,-0.3,0.0,0.0,1647,-1,-1,-1,-1,7640,836440,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
598,Small Iren,2,15,20,159,135,126,95,-1,12,-1,81,-1,100,1,0,-1,1,1085,1142,9252,9253,9254,-1,0.0,-1,-1,-1,-1,-1,3000,38256,100,105,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,98,0.0,-0.3,0.0,0.0,0.3,773,-1,-1,-1,-1,13,55841,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
599,Iren,2,15,20,159,135,128,97,-1,12,-1,82,-1,100,2,0,-1,1,1089,1146,9255,9256,9257,-1,0.0,-1,-1,-1,-1,-1,3000,39295,100,107,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,98,0.0,-0.3,0.0,0.0,0.3,781,-1,-1,-1,-1,50,61983,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
600,Captain Iren,2,15,20,161,137,130,99,-1,12,-1,83,-1,100,3,0,-1,1,1106,1164,9258,9259,9260,-1,0.0,-1,-1,-1,-1,-1,3000,40348,100,108,130,0,-1,4,0,-1,0.08,-1,0,-1,-1,-1,99,0.0,-0.3,0.0,0.0,0.3,790,-1,-1,-1,-1,9,68801,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
601,Giant Iren,2,15,20,167,142,150,123,-1,12,-1,86,-1,400,4,0,-1,1,1881,1980,9261,9262,9263,-1,0.0,-1,-1,-1,-1,-1,3000,806953,100,136,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,103,0.0,0.0,0.3,-0.3,0.0,1590,-1,-1,-1,-1,6500,611605,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
602,Small Boo,2,15,20,159,135,111,77,-1,12,-1,72,-1,100,1,0,-1,1,961,1012,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,28981,100,84,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,98,0.3,0.0,-0.3,0.0,0.0,680,-1,-1,-1,-1,13,21833,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
603,Boo,2,15,20,159,135,112,77,-1,12,-1,73,-1,100,2,0,-1,1,982,1034,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,31285,100,85,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,98,0.3,0.0,-0.3,0.0,0.0,693,-1,-1,-1,-1,50,24234,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
604,Captain Boo,2,15,20,161,137,113,78,-1,12,-1,74,-1,100,3,0,-1,1,1003,1056,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,31690,100,86,130,0,-1,5,0,-1,0.08,-1,0,-1,-1,-1,99,0.3,0.0,-0.3,0.0,0.0,702,-1,-1,-1,-1,9,26899,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
605,Giant Boo,2,15,20,167,142,125,102,-1,12,-1,77,-1,400,4,0,-1,1,1568,1650,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,564573,100,112,130,0,-1,3,0,-1,0.075,-1,0,-1,-1,-1,103,0.0,0.0,0.0,0.3,-0.3,1416,-1,-1,-1,-1,5750,239109,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
606,Small Luia,2,15,20,159,135,144,111,-1,12,-1,90,-1,200,1,0,-1,1,1172,1234,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,48119,100,122,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,98,0.0,0.0,0.3,-0.3,0.0,853,-1,-1,-1,-1,13,141551,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
607,Luia,2,15,20,159,135,146,112,-1,12,-1,91,-1,200,2,0,-1,1,1177,1239,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,49286,100,123,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,98,0.0,0.0,0.3,-0.3,0.0,863,-1,-1,-1,-1,50,155706,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
608,Captain Luia,2,15,20,161,137,148,114,-1,12,-1,92,-1,200,3,0,-1,1,1200,1263,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,50468,100,125,130,0,-1,1,0,-1,0.08,-1,0,-1,-1,-1,99,0.0,0.0,0.3,-0.3,0.0,872,-1,-1,-1,-1,9,171276,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
609,Giant Luia,2,15,20,167,142,180,149,-1,12,-1,95,-1,400,4,0,-1,1,2038,2145,9261,9262,9263,-1,0.0,-1,-1,-1,-1,-1,3000,1009362,100,164,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,103,0.0,0.0,0.3,-0.3,0.0,1758,-1,-1,-1,-1,7640,1468311,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
610,Small Glaphan,2,15,20,159,135,168,131,-1,12,-1,102,-1,100,1,0,-1,1,1317,1386,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,63079,100,144,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,98,0.0,-0.3,0.0,0.0,0.3,947,-1,-1,-1,-1,13,405397,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
611,Glaphan,2,15,20,159,135,170,133,-1,12,-1,103,-1,100,2,0,-1,1,1321,1390,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,64420,100,146,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,98,0.0,-0.3,0.0,0.0,0.3,947,-1,-1,-1,-1,50,437828,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
612,Captain Glaphan,2,15,20,161,137,172,134,-1,12,-1,104,-1,100,3,0,-1,1,1325,1395,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,65775,100,148,130,0,-1,4,0,-1,0.08,-1,0,-1,-1,-1,99,0.0,-0.3,0.0,0.0,0.3,947,-1,-1,-1,-1,9,472854,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
613,Giant Glaphan,2,15,20,167,142,210,170,-1,12,-1,107,-1,400,4,0,-1,1,2404,2530,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,1315502,100,187,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,103,0.0,-0.3,0.0,0.0,0.3,1848,-1,-1,-1,-1,13910,3871777,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
